Văn học	Chuyện Li Kì Ở Xóm Thần Tiên (Bản Thường)	1	Nhất Uông Không Khí	2017	91	7	10	100	"Chuyện Li Kì Ở Xóm Thần Tiên
Hãy tưởng tượng… Nếu bạn là thần tiên, hoặc yêu ma chẳng hạn. Bạn nghĩ mình có thể sống vui - khỏe - có ích giữa thế giới loài người không Nếu câu trả lời là CÓ, thì sự thực là… chưa chắc nha. Không tin hả Kiên nhẫn ngồi xuống, ăn miếng bánh, uống miếng nước và nghe những chuyện li kì ở xóm thần tiên
Khởi nguồn từ một bộ webcomic với hàng trăm triệu lượt đọc và yêu thích tại Trung Quốc, Chuyện li kì ở xứ thần tiên đã đến Việt Nam, mang theo hàng trăm câu chuyện dở khóc dở cười xảy ra trong cuộc sống hàng ngày của những cư dân bình thường một cách bất bình thường:
Một cô nhóc cửu vĩ hồ với khả năng biến thân siêu hạng và kĩ năng cosplay Inu Yasha đã đạt cảnh giới thượng thừa.
Một vị tam thái tử con trai Đông Hải Long vương, có tài hô phong hoán vũ, thậm chí còn có tí tiếng tăm trên giang hồ khi năm xưa từng cùng Đường Tăng đi lấy kinh.
Lại thêm một vị tam thái tử khác, giới tính linh hoạt, khuôn mặt lầm lì, tính tình ương bướng, giỏi nghịch ngầm… trời không sợ, đất không sợ, chỉ sợ ông bố nuôi nghiện Starbuck và biến người khác thành ngựa.
Một cô thỏ ngọc xinh xắn sống trên cung trăng, nhưng lại ghét bánh Trung thu nhất trần đời…
Hiệp hội thần tiên mỗi người một tính ấy đang ngày ngày cố gắng hòa nhập với xã hội hiện đại đang ngày một phát triển đến chóng mặt: học cách sử dụng điện thoại, di chuyển bằng phương tiện công cộng, đi học, đi làm, đi họp phụ huynh, hát karaoke, nhậu nhẹt… Nhưng đôi lúc, giống như những vị phụ huynh già nua nhất thời chưa thể bắt kịp với nhịp sống của lớp trẻ, hiệp hội thần tiên ấy đã tự đặt mình vào những tình huống kì quặc người thường chẳng thể nghĩ ra: cửu vĩ hồ bị kẹp đuôi vào cửa xe bus, Đại sĩ lái tòa sen chạy quá tốc độ tông đổ cột đèn nên bị lập biên bản hay Na Tra cứ chạm vào nước là mọc lá nở hoa…
Vui nhộn, hài hước và vô cùng đặc sắc, Chuyện li kì ở xứ thần tiên sẽ giúp bạn hiểu thể nào là cảm giác trần đời có một không hai. Nếu bạn nghĩ thần tiên là những người có sức mạnh siêu nhiên, thông tường mọi nhẽ, thì cũng không đúng lắm đâu, vì thần tiên cũng (từng) là con người. Mà con người thì đôi khi cũng lắm cái sự dở hơi lắm."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9786049556135_1_1.jpg	/static/books/book_file.pdf
Văn học	Con Đường Hồi Giáo (Tái Bản 2017)	2	Nguyễn Phương Mai 	2017	99	31	10	100	"Con Đường Hồi Giáo (Tái Bản 2017)
Bởi tôi biết còn có rất nhiều điều thiêng liêng hơn niềm tin tôn giáo, ấy là niềm tin vào sự ràng buộc cội rễ của giống loài; vào sự giống nhau giữa người với người hơn là sự khác biệt về đức tin; vào lòng tốt; vào sự đồng cảm và hướng thiện.
Tôi tin là một khi đặt chân đến Trung Đông, với trái tim này mở toang không che giấu, những người Hồi rồi cũng sẽ mở lòng với tôi - một cô gái Việt Nam vô thần.
(Nguyễn Phương Mai)"	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_143117.jpg	/static/books/book_file.pdf
Văn học	Điều Kỳ Diệu Của Tiệm Tạp Hóa Namiya (Tái Bản 2018)	3	Higashino Keigo	2017	98	87	10	100	"Một đêm vội vã lẩn trốn sau phi vụ khoắng đồ nhà người, Atsuya, Shota và Kouhei đã rẽ vào lánh tạm trong một căn nhà hoang bên con dốc vắng người qua lại. Căn nhà có vẻ khi xưa là một tiệm tạp hóa với biển hiệu cũ kỹ bám đầy bồ hóng, khiến người ta khó lòng đọc được trên đó viết gì. Định bụng nghỉ tạm một đêm rồi sáng hôm sau chuồn sớm, cả ba không ngờ chờ đợi cả bọn sẽ là một đêm không ngủ, với bao điều kỳ bí bắt đầu từ một phong thư bất ngờ gửi đến…
Tài kể chuyện hơn người đã giúp Keigo khéo léo thay đổi các mốc dấu thời gian và không gian, chắp nối những câu chuyện tưởng chừng hoàn toàn riêng rẽ thành một kết cấu chặt chẽ, gây bất ngờ từ đầu tới cuối."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/e/ieu_ky_dieu_cua_tiem_tap_hoa.u547.d20160729.t172831.jpg	/static/books/book_file.pdf
Văn học	Harry Potter Và Phòng Chứa Bí Mật - Tập 2 (Tái Bản 2017) 	4	J.K.Rowling	2017	97	58	10	100	"Harry Potter Và Phòng Chứa Bí Mật - Tập 2 (Tái Bản 2017) 
Harry khổ sở mong ngóng cho kì nghỉ hè kinh khủng với gia đình Dursley kết thúc. Nhưng một con gia tinh bé nhỏ tội nghiệp đã cảnh báo cho Harry biết về mối nguy hiểm chết người đang chờ cậu ở trường Hogwarts.
 Trở lại trường học, Harry nghe một tin đồn đang lan truyền về phòng chứa bí mật, nơi cất giữ những bí ẩn đáng sợ dành cho giới phù thủy có nguồn gốc Muggle. Có kẻ nào đó đang phù phép làm tê liệt mọi người, khiến họ gần như đã chết, và một lời cảnh báo kinh hoàng được tìm thấy trên bức tường. Mối nghi ngờ hàng đầu – và luôn luôn sai lầm – là Harry. Nhưng một việc còn đen tối hơn thế đã được hé mở.
Harry Potter và phòng chứa bí mật, không như những bộ truyện nhiều tập khác, vẫn tuyệt hay như người anh em trước… Hogwarts là sáng tạo của một thiên tài.’- Times Literary Supplement"	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_thumb_21472017_034753.jpg	/static/books/book_file.pdf
Văn học	Hiểu Về Trái Tim (Tái Bản 2016)	5	Minh Niệm	2017	97	37	10	100		https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/i/hieu-ve-trai-tim_p_1.jpg	/static/books/book_file.pdf
Văn học	Thế Giới Rộng Lớn Đừng Đi Một Mình	6	NXB Phụ Nữ	2017	100	1	10	100	"Thế Giới Rộng Lớn Đừng Đi Một Mình - ĐỪNG ĐỂ NỖI SỢ NUỐT CHỬNG TUỔI TRẺ CỦA BẠN.
Sợ thì sợ, nhưng nếu cứ sống mãi trong vùng sợ, liệu chúng ta có biết được tuổi trẻ của mình dài bao nhiêu
Càng lớn, con người càng đem theo bên mình nhiều nỗi sợ. Sợ thất nghiệp, thất tình, sự nghiệp bấp bênh, không có tiết kiệm cho tuổi già, sợ bây giờ hoang phí, sau này sẽ hối hận...
Chúng ta sợ nhiều thứ là vậy, nhưng chúng ta lại chưa bao giờ biết sợ tuổi trẻ của mình sẽ trôi đi một cách lãng phí.
Liệu, những nỗi sợ đó là đúng hay sai, chôn vùi tuổi trẻ trong công việc, cho sự nghiệp, để những năm tháng về sau an nhàn là nên hay không nên
Chúng ta nào đâu biết được, vì thậm chí không ai đoán được ngày mai.
Vậy thì có gì để mà sợ hãi cái tương lai thậm chí còn chưa xảy đến
Thế giới ngoài kia có rất nhiều điều tuyệt vời.
Và đáng để chúng ta khám phá, đáng để chúng ta đánh đổi, đáng để chúng ta bỏ qua nỗi sợ và bước đi.
Như Lý Thành Cơ- tác giả cuốn sách THẾ GIỚI RỘNG LỚN, ĐỪNG ĐI MỘT MÌNH, cũng đã từng như vậy.
Anh đã từng sợ hãi, đã từng bỏ quên tuổi trẻ dưới đáy cuộc sống, đã từng là con người chỉ biết tới công việc và sống trong thế giới nhỏ bé của chính mình tạo ra.
Rồi một ngày, chính tay anh đã phá vỡ thế giới đó, bước ra ngoài và khám phá những điều tuyệt vời ngoài kia.
Để hôm nay, chúng ta có cơ hội được cầm THẾ GIỚI RỘNG LỚN, ĐỪNG ĐI MỘT MÌNH trên tay. Bắt đầu từng bước một khám phá thế giới qua từng trang sách.
Thế giới rộng lớn, đừng đi một mình là cuộc hành trình rực rỡ nhất của tuổi trẻ. Khi chúng ta có thể đi cùng những người mình yêu mến, hoặc là hội ngộ với một ai đó ở nơi xa đã lâu không gặp, hoặc thậm chí chỉ là đến những nơi đã từng in dấu chân của mình và người ấy...
Thế giới rộng lớn đừng đi một mình ghi lại hành trình tác giả đặt chân đến 36 nước. Từ những vùng trời u cổ kính, cho đến những góc nhỏ châu Á quen thuộc... Từ những ngày đông lạnh lẽo ở Icleland, Thụy Điển,..cho đến những ngày hạ ấm áp ở Hàn Quốc, Nhật Bản, rồi lại trở về với Đà Lạt, Sài Gòn... Tất cả những chuyến đi ấy của tác giả đều hiện lên như một bức tranh chân thật, gần gũi thôi thúc người ta như muốn xách ba lô lên và đi ngay lập tức.
Mùa hè này, hy vọng, cầm Thế giới rộng lớn, đừng đi một mình trên tay, chúng ta sẽ không còn sợ hãi nữa, không còn sống trong thế giới chật chội của riêng mình, không còn chần chừ mà tiến về phía trước, mở cánh cửa rộng lớn và khám phá những điều tuyệt vời nhất để tuổi trẻ này, không vô nghĩa mà trôi đi "	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-th_-gi_i-r_ng-l_n.jpg	/static/books/book_file.pdf
Văn học	5 Centimet Trên Giây	7	Shinkai Makoto	2017	95	205	10	100	"Bằng giọng văn tinh tế, truyền cảm, 
mang đến những khắc họa mới về tâm hồn và khả năng tồn tại của cảm xúc, bắt đầu từ tình yêu trong sáng, ngọt ngào của một cô bé và cậu bé. Ba giai đoạn, ba mảnh ghép, ba ngôi kể chuyện khác nhau nhưng đều xoay quanh nhân vật nam chính, người luôn bị ám ảnh bởi kí ức và những điều đã qua…
Khác với những câu chuyện cuốn bạn chạy một mạch, truyện này khó mà đọc nhanh. Ngón tay bạn hẳn sẽ ngừng lại cả trăm lần trên mỗi trang sách. Chỉ vì một cử động rất khẽ, một câu thoại, hay một xúc cảm bất chợt có thể sẽ đánh thức những điều tưởng chừng đã ngủ quên trong tiềm thức, như ngọn đèn vừa được bật sáng trong tâm trí bạn. Và rồi có lúc nó vượt quá giới hạn chịu đựng, bạn quyết định gấp cuốn sách lại chỉ để tận hưởng chút ánh sáng từ ngọn đèn, hay đơn giản là để vết thương trong lòng mình có thời gian tự tìm xoa dịu. "	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/-/5-cm-tr_n-giay.jpg	/static/books/book_file.pdf
Văn học	999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hạnh Phúc Nhất (Tập 2)	8	Miêu Công Tử	2017	94	7	10	100	"999 Lá Thư Gửi Cho Chính Mình – Mong Bạn Trở Thành Phiên Bản Hạnh Phúc Nhất - Tập 2
999 lá thư gửi cho chính mình là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về giá trị cuộc sống, tình yêu, tuổi trẻ, tương lai… v.v..
Tiếp nối phần 1 giúp bạn trở nên hoàn hảo, cuốn sách phần 2: 999 lá thư gửi cho chính mình – Mong bạn trở thành phiên bản hạnh phúc nhất, giúp bạn mỗi ngày như một hoa hướng dương hướng về phía mặt trời, hấp thụ trọn vẹn năng lượng tích cực, vui vẻ mỉm cười, mọi đau buồn sẽ bốc hơi tan biến."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-1-999-la-thu-03.jpg	/static/books/book_file.pdf
Văn học	999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất	9	Miêu Công Tử	2017	99	29	10	100	"999 lá thư gửi cho chính mình là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về giá trị cuộc sống, tình yêu, tuổi trẻ, tương lai… v.v.. đã làm lay động trái tim của hàng vạn độc giả trẻ. Cầm trên tay cuốn sách 999 lá thư gửi cho chính mình – bạn sẽ hiểu rằng: tuổi trẻ của chúng ta dù có mong manh đến đâu thì cũng sẽ thành công vượt qua mọi khó khăn một cách mạnh mẽ ngoài sức tưởng tượng. Một ngày nào đó, bạn sẽ cảm nhận được hạnh phúc, tự tin của chính bản thân và học được cách mỉm cười trước những nỗi đau của quá khứ. Bạn sẽ biết cách nói lời cảm ơn với những ai đã rời bỏ bạn, hiểu ra rằng họ không phải người thích hợp để cùng đồng hành với bạn trên đoạn đường chông gai đi tới tương lai. Đôi lúc bạn có thể yếu đuối mỏi mệt rơi nước mắt, thế nhưng khi bất chợt nhìn lại, bạn sẽ thấy thì ra mình đã rất mạnh mẽ, dũng cảm đi hết cả một quãng đường dài.
999 lá thư gửi cho chính mình – Mong bạn trở thành phiên bản hoàn hảo nhất. Cái gọi là vẻ đẹp nội tâm luôn luôn tốt hơn vẻ bề ngoài hào nhoáng, hy vọng bạn sẽ mãi luôn kiên cường, dũng cảm đứng ở nơi ánh sáng chiếu rọi, sống tốt một cuộc sống mà mình hằng mong ước."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/1/b1_13.jpg	/static/books/book_file.pdf
Văn học	Anh Có Thích Nước Mỹ Không? (Tái Bản 2018)	10	Tân Di Ổ	2017	94	36	10	100	"Trịnh Vy, 18 tuổi, có làn da trắng, đôi má hồng bầu bình tự nhận mình là Ngọc diện Tiểu Phi Long, một cô gái vô tư, cuộc sống dường như không có gì khiến cô phải buồn. Trịnh Vy quyết định thi vào Học viện Kiến trúc của thành phố G vì một lời hẹn ước với Lâm Tịnh - chàng trai sống cùng khu nhà tập thể với cô và hơn cô 5 tuổi.
Từ khi còn rất nhỏ cô đã nói trước mặt mọi người là sẽ lấy Lâm Tịnh. 17 năm cô mải miết theo anh trên mọi con đường anh đi, đến cuối cùng cô tưởng như mình đã được ở gần anh sẽ không phải xa cách. Thật không ngờ, chuyện của người lớn - chuyện mẹ cô và cha anh đã từng yêu nhau đã khiến cho hai bên gia đình tan vỡ. Lâm Tịnh đã chọn con đường ra đi, sang Mĩ bỏ cô ở lại với bao câu hỏi ngổn ngang.
Thời gian vẫn trôi, con người vẫn phải sống, Trịnh Vy mạnh mẽ tiếp tục bước tiếp con đường mình phải đi. Cô làm thư ký cho Giám đốc Công ty 2 trực thuộc Tập đoàn Kiến trúc Trung Quốc, trước kia cô nộp hồ sơ vào đây vì Trần Hiếu Chính cũng nộp hồ sơ. Nhưng nay không còn anh cô vẫn đi làm vì cô thấy đây là cơ hội cô có thể phát triển sự nghiệp.
Dưới sự dìu dắt của Giám đốc Chu Cù, một Trịnh Vy sốc nổi, bốc đồng, bừa bãi đã trở thành thư ký Trịnh điềm đạm trong giao tiếp, cẩn trọng trong công việc. Cô Lý Chủ tịch Công đoàn của công ty đã giới thiệu cho cô rất nhiều chàng trai, cô nghĩ mình cũng nên tìm một người để nương tựa. Vậy là cô lao vào các cuộc hẹn hò, người thích cô thì cô không thích, mà người cô thích lại chẳng có tình cảm với cô, trước những chàng trai xa lạ cô luôn có một câu hỏi kinh điển: Anh có thích nước Mỹ không."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a_tr_c_anh_co_thich_nuoc_my_khong_tb_full_outphim.jpg	/static/books/book_file.pdf
Văn học	Anh Không Muốn Để Em Một Mình	11	Diệp Lạc Vô Tâm	2017	95	35	10	100	"Cuộc đời con người ngắn ngủi, chúng ta luôn cố gắng tiến về phía trước, hy vọng phía cuối con đường nhìn thấy phong cảnh đẹp. Nhưng khi chúng ta thực sự đến điểm cuối đó, chờ đợi chúng ta lại là phong cảnh nào Tôi không thể nghĩ ra nên nói chuyện với một vài người... là những người bước lên chuyến tàu cuối của cuộc đời. Đối với họ, hành trình sinh mệnh chỉ còn lại trạm cuối cùng, họ muốn dừng chân, ngắm thật nhiều phong cảnh hai bên đường, cho dù chỉ là một bông hoa nở, một chiếc lá rơi…
Thì ra, câu chuyện của cuộc đời không giống như tiểu thuyết, câu chuyện của cuộc đời luôn không biết lúc nào thì đột nhiên dừng lại, chỉ còn lại là bông pháo hoa rực rỡ và ngắn ngủi trong ký ức mỗi người.
Tôi viết cuốn sách này là muốn ghi lại những bông pháo hoa xán lạn, rực rỡ nhất ấy.
 "	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/d/3d_anh_khong_muon_de_em_mot_minh_master.jpg	/static/books/book_file.pdf
Văn học	Bàn Có 5 Chỗ Ngồi (Tái Bản 2018)	12	Nguyễn Nhật Ánh	2017	93	8	10	100	Tác giả quen thuộc của thiếu nhi, của tuổi ô mai. Những tập truyện của anh luôn dí dỏm, hài hước, đem lại nhiều cảm xúc, nhiều bài học nhẹ nhàng cho lứa tuổi học trò. Hãy đọc để cùng gặp những nhân vật rất dễ thương, hoặc phải vượt qua những hoàn cảnh khó khăn, hoặc sẵn lòng chia sẻ với bạn bè, người thân… Thậm chí cả những nhân vật tạm gọi là phe xấu với nhiều trò đùa nghịch… cũng mang dáng dấp hồn nhiên. Tất cả hướng về CHÂN – THIỆN – MỸ. Họ là năm người bạn với năm cá tính và hoàn cảnh khác nhau cùng chung trong một lớp học. Những trò nghịch ngợm trẻ con đôi khi gây ra mâu thuẫn, nhưng trên tất cả đó là những đứa trẻ ham học, giàu lòng nhân ái và biết quan tâm đến bạn bè. Cảm thông với hoàn cảnh của nhau, từng bạn nghĩ ra cách giúp đỡ bạn mình theo khả năng để tình bạn ấy lớn dần theo năm tháng.	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_2_305.jpg	/static/books/book_file.pdf
Văn học	Bà Nội Găngxtơ (Tái Bản 2018)	13	David Walliams	2017	91	11	10	100	"Bà Nội Găngxtơ (Tái Bản 2018)
Bà nội của Ben là một bà nội chuẩn không cần chỉnh - bà có tóc bạc, răng giả, và giấy ăn giắt đầy tay áo. Bà chỉ thích ăn mỗi món bắp cải và chơi trò xếp chữ. Theo Ben thì bà chán kinh khủng. Cho đến khi cậu phát hiện ra bí mật vĩ đại của bà: Bà là một tên trộm nữ trang quốc tế
Hết sảy nhất là bà còn đang lên kế hoạch cho vụ trộm nữ trang đỉnh nhất từ trước đến giờ - trộm bộ Báu vật Hoàng gia từ Tháp London Đã thế Ben còn có thể tham gia
Thế là tối thứ Sáu ở nhà bà nội bỗng trở thành ngày hào hứng nhất tuần
Và vụ trộm đã kết thúc theo một cách không ai ngờ tới nhất..."	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/_/b_n_i_gangsta.jpg	/static/books/book_file.pdf
Văn học	Bảy Ngày Đếm Ngược - Tặng Kèm Bộ Thẻ Ước Nguyện 7 Ngày (Số Lượng Có Hạn)	14	NXB Hà Nội	2017	100	2	10	100	"Tốt nhất là không gặp, không gặp sẽ không yêu.
Tốt nhất không quen, không quen sẽ không nhớ.
Nhưng từng gặp thì sẽ quen, gặp hay không gặp khác gì nhau
Đành cùng người quyết đoạn tuyệt, tránh được thương nhớ giữa sống chết.
Nếu biết còn 7 ngày để sống, tôi sẽ………
Đã bao giờ bạn tưởng tượng bạn sẽ được báo trước 7 ngày nữa mình sẽ chết
Nghe thật buồn cười nhưng một ngày như thế sẽ làm bạn phải suy nghĩ lại chứ
Những lời nào bạn muốn nói
Người nào bạn muốn gặp gỡ
Việc gì bạn muốn làm
Cô nghệ sĩ hết thời từng danh nổi như cồn lại ôm trong lòng sự hối tiếc đối với tình thân
Cô gái trẻ xuất thân trộm cắp vùng vẫy nơi đáy xã hội, khư khư ôm chặt ước mơ của mình
Chàng dũng sĩ nhí cô độc lẻ loi chưa từng từ bỏ hi vọng, kiên trì tìm đến vòng tay của người thân
Bảy ngày đếm ngược có thể sẽ lấy đi những giọt nước mắt, cũng có thể mang theo cả nụ cười cho bạn đọc. Hơn cả, cuốn sách này sẽ mang lại cho bạn cả những lúc cần phải lặng người hỏi bản thân Tôi đã sống trọn vẹn hay chưa"	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/u/n/untitled-10_50.jpg	/static/books/book_file.pdf
Văn học	Bí Mật - Giao Ước Bóng Tối	15	HitoshizukuP	2017	99	30	10	100		https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/13313459_10205492922276347_1572333202_o_1.jpg	/static/books/book_file.pdf
Văn học	Bố Già (Đông A)	16	NXB Dân Trí	2017	95	47	10	100	Bố Già (Đông A)	https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_116793.jpg	/static/books/book_file.pdf
